StartDate,EndDate,Status,Progress,Duration__in_seconds_,Finished,RecordedDate,study_id,Q2_1,Q2_2,Q6_1,Q6_2,Q7_1,Q7_2,Q8_1,Q8_2,Q9_1,Q9_2,Q10_1,Q10_2,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q3_1,Q3_2,Q11_1,Q12_1,Q12_2,Q13_1,Q13_2,Q14_1,Q14_2,Q15_1,Q15_2,Q16_1,Q16_2,Q21_1,Q21_2,Q22_1,Q23_1,Q23_2,Q24_1,Q24_2,Q25_1,Q25_2,Q26_1,Q26_2,Q27_1,Q27_2,Q77_1,Q77_2,Q78_1,Q79_1,Q79_2,Q80_1,Q80_2,Q81_1,Q81_2,Q82_1,Q82_2,Q83_1,Q83_2,Q28_1,Q28_2,Q29_1,Q30_1,Q30_2,Q31_1,Q31_2,Q32_1,Q32_2,Q33_1,Q33_2,Q34_1,Q34_2,Q42_1,Q42_2,Q43_1,Q44_1,Q44_2,Q45_1,Q45_2,Q46_1,Q46_2,Q47_1,Q47_2,Q48_1,Q48_2,Q35_1,Q35_2,Q36_1,Q37_1,Q37_2,Q38_1,Q38_2,Q39_1,Q39_2,Q40_1,Q40_2,Q41_1,Q41_2,Q49_1,Q49_2,Q50_1,Q51_1,Q51_2,Q52_1,Q52_2,Q53_1,Q53_2,Q54_1,Q54_2,Q55_1,Q55_2,Q56_1,Q56_2,Q57_1,Q58_1,Q58_2,Q59_1,Q59_2,Q60_1,Q60_2,Q61_1,Q61_2,Q62_1,Q62_2,Q63_1,Q63_2,Q64_1,Q65_1,Q65_2,Q66_1,Q66_2,Q67_1,Q67_2,Q68_1,Q68_2,Q69_1,Q69_2,Q70_1,Q70_2,Q71_1,Q72_1,Q72_2,Q73_1,Q73_2,Q74_1,Q74_2,Q75_1,Q75_2,Q76_1,Q76_2,Q17_1_TEXT,Q17_1_1,Q17_1_2,Q17_1_3,Q17_1_4,Q17_1_5,Q17_2_TEXT,Q17_2_1,Q17_2_2,Q17_2_3,Q17_2_4,Q17_2_5,Q17_3_TEXT,Q17_3_1,Q17_3_2,Q17_3_3,Q17_3_4,Q17_3_5,Q17_4_TEXT,Q17_4_1,Q17_4_2,Q17_4_3,Q17_4_4,Q17_4_5,Q17_5_TEXT,Q17_5_1,Q17_5_2,Q17_5_3,Q17_5_4,Q17_5_5,Q17_6_TEXT,Q17_6_1,Q17_6_2,Q17_6_3,Q17_6_4,Q17_6_5,Q17_7_TEXT,Q17_7_1,Q17_7_2,Q17_7_3,Q17_7_4,Q17_7_5,Q17_8_TEXT,Q17_8_1,Q17_8_2,Q17_8_3,Q17_8_4,Q17_8_5,Q17_9_TEXT,Q17_9_1,Q17_9_2,Q17_9_3,Q17_9_4,Q17_9_5,Q17_10_TEXT,Q17_10_1,Q17_10_2,Q17_10_3,Q17_10_4,Q17_10_5
NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
2019-04-20T11:13:19Z,2019-04-20T11:23:44Z,0,100,624,1,2019-04-20T11:23:45Z,77,16,54,3,45,2,23,2,39,2,4,2,33,Messages,Instagram,Snapchat,Twitter,Facebook,Messenger,GroupMe,FaceTime,Find Friends,Pinterest,7,47,1194,1,53,0,50,0,49,0,55,1,52,4,23,63,1,2,0,39,0,46,0,22,0,15,1,56,91,0,16,0,10,0,43,0,22,0,6,1,10,0,0,23,0,12,0,6,0,7,0,0,1,2,5,0,10,0,27,0,9,0,8,0,1,0,29,0,0,0,0,1,0,2,0,7,0,17,0,2,0,NA,NA,NA,NA,0,2,NA,NA,NA,NA,0,1,2,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,three hundred sixty seven,77,56,46,70,49,thirteen,3,1,2,3,0,nine,1,2,3,0,0,seven,4,0,0,0,0,seven,2,2,NA,1,1,four,NA,NA,NA,4,NA,three,NA,NA,3,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
2019-04-28T11:31:13Z,2019-04-28T11:36:29Z,0,100,315,1,2019-04-28T11:36:29Z,80,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
2019-05-04T10:59:51Z,2019-05-04T11:10:06Z,0,100,614,1,2019-05-04T11:10:06Z,82,17,7,2,40,2,40,2,50,1,51,3,0,Instagram,Messages,Snapchat,Facebook,Twitter,GroupMe,WhatsApp,FaceTime,,,6,43,78,1,11,1,0,1,0,0,53,1,12,2,46,649,0,30,0,21,0,25,0,3,0,36,2,42,89,0,20,0,35,0,25,0,20,0,24,2,19,21,0,22,0,23,0,9,0,16,0,14,2,3,38,0,10,0,14,0,41,0,15,0,27,0,20,299,0,2,0,4,0,3,0,1,0,3,0,9,44,0,3,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ninety six,20,12,18,14,14,two hundreds and nine,41,32,23,8,33,eighty three,8,22,13,9,14,seventeen,2,0,6,5,3,seventeen,0,2,6,6,1,thirty one,6,1,6,6,5,eight,5,0,2,0,1,one,0,0,0,0,1,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
2019-04-21T14:19:42Z,2019-04-21T14:56:42Z,0,100,2219,1,2019-04-21T14:56:42Z,83,7,25,0,34,0,55,1,23,1,33,1,40,Messages,Instagram,Snapchat,GroupMe,Followers,LinkedIn,FaceTime,,,,2,53,187,0,15,0,5,0,39,0,45,0,53,2,27,23,0,12,0,16,0,27,0,31,0,31,1,21,167,0,3,0,13,0,13,0,9,0,11,0,38,131,0,2,0,20,0,2,0,6,0,3,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,one hundred sixty one,20,10,37,46,36,forty seven,2,6,8,13,12,eighty one,4,13,9,11,9,thirty one,2,12,2,7,4,one,NA,NA,NA,1,NA,one,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
2019-05-04T13:07:14Z,2019-05-04T13:15:33Z,0,100,498,1,2019-05-04T13:15:34Z,84,21,57,1,54,1,12,4,59,5,35,5,37,Messages,Instagram,Snapchat,WhatsApp,Facebook,Pinterest,GroupMe,FaceTime,Messenger,,9,22,1371,1,33,NA,56,1,59,1,34,2,9,6,28,60,NA,NA,NA,7,1,36,2,18,1,45,3,16,98,NA,NA,NA,NA,NA,39,1,20,NA,51,1,22,186,NA,16,NA,1,NA,29,NA,1,NA,32,NA,59,38,NA,NA,NA,NA,NA,9,NA,17,NA,17,NA,14,11,NA,3,NA,6,NA,NA,NA,NA,NA,NA,NA,11,245,NA,1,NA,1,NA,2,NA,2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,two hundred and eighty nine,51,52,38,44,55,sixty,NA,4,3,23,23,fifty nine,NA,NA,8,25,22,nineteen,6,2,6,NA,3,eight,NA,NA,2,3,3,four,1,3,NA,NA,NA,fourteen,3,NA,3,2,1,one,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
2019-04-27T12:05:56Z,2019-04-27T12:17:00Z,0,100,664,1,2019-04-27T12:17:00Z,86,6,9,1,8,0,40,0,45,0,34,0,47,Facebook,Messenger,WeChat,Instagram,Snapchat,Messages,GroupMe,LinkedIn,,,2,9,48,0,15,0,10,0,15,0,6,0,13,1,20,274,0,13,0,14,0,17,0,13,0,5,1,5,27,0,19,0,5,0,8,0,5,0,12,0,43,19,0,3,0,5,0,0,0,4,0,8,0,34,101,0,11,0,4,0,2,0,4,0,7,0,13,24,0,3,0,0,0,1,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,thirty eight,7,6,5,4,8,forty four,7,6,11,10,2,ten,1,1,4,2,1,nine,2,0,0,0,1,thirty six,10,10,1,2,12,twelve,3,1,2,0,0,one,0,0,0,0,1,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
2019-05-04T12:26:48Z,2019-05-04T12:34:26Z,0,100,458,1,2019-05-04T12:34:27Z,87,16,10,2,12,3,34,4,17,2,54,0,40,WeChat,Messages,Weibo,Instagram,Facebook,QQ,Messenger,FaceTime,,,15,36,692,2,2,3,34,4,9,2,51,0,39,0,11,11,0,2,0,0,0,0,0,2,0,0,0,8,116,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,3,21,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Two hundred eighty five,15,45,35,109,61,Six,3,0,0,0,2,Two,0,0,0,0,0,Zero,0,0,0,0,0,One,1,0,0,0,0,Two,1,0,0,0,0,Zero,0,0,0,0,0,Zero,0,0,0,0,0,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
2019-04-20T10:58:52Z,2019-04-20T11:13:02Z,0,100,849,1,2019-04-20T11:13:03Z,89,22,10,2,24,2,7,3,17,3,46,3,47,Facebook,Instagram,Snapchat,WhatsApp,Whisper,FaceTime,Messenger,Twitter,Messages,PS Messages,9,49,11,0,51,0,42,1,21,2,3,1,57,9,9,24,1,8,0,59,1,21,1,12,1,37,1,1,15,0,5,0,2,0,18,0,4,0,3,0,53,73,0,10,0,6,0,8,0,11,0,7,0,46,0,0,8,0,1,0,6,0,14,0,1,0,20,1,0,0,0,6,0,0,0,0,0,0,0,8,3,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sixty,7,16,6,7,18,twenty four,35,34,26,19,20,twelve,4,2,3,1,0,forty eight,9,8,6,6,10,twelve,4,0,0,3,0,,NA,NA,NA,NA,NA,one,0,1,0,0,0,,NA,NA,NA,NA,NA,two,0,0,1,0,1,,NA,NA,NA,NA,NA
2019-04-27T13:11:43Z,2019-04-27T13:22:02Z,0,100,618,1,2019-04-27T13:22:02Z,90,23,1,2,58,4,26,5,6,2,41,3,6,Twitter,Facebook,Messages,Snapchat,Messenger,Instagram,FaceTime,GroupMe,LinkedIn,,10,51,51,1,30,2,10,3,39,1,18,0,36,5,36,0,0,21,1,10,0,43,0,15,1,0,2,27,1206,0,4,0,25,0,10,0,43,0,45,1,28,50,0,4,0,17,0,20,0,12,0,11,1,21,803,0,28,0,0,0,9,0,6,0,30,0,58,29,0,28,0,21,0,0,0,0,0,2,0,7,42,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,thirty two,NA,NA,NA,NA,NA,fifty six,3,11,7,2,17,ninety five,1,21,7,31,21,twenty five,1,4,6,4,7,nineteen,8,0,0,6,2,twenty,10,8,0,0,1,one,1,0,0,0,0,three,0,0,0,2,0,,0,0,0,0,0,,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
